TV_id,title,cast,country,release_year,listed_in,description,URL
661,In The Dark,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster",United States,2019,"Crime TV Shows, TV Dramas",A blind woman with vices finds herself in the middle of a murder investigation when her best friend turns up dead.,https://artworks.thetvdb.com/banners/series/347645/posters/5e989f44569ea.jpg
662,The Legend of White Snake,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",,2019,"International TV Shows, Romantic TV Shows, TV Dramas","In this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form.",https://artworks.thetvdb.com/banners/posters/5ca4a0710120a.jpg
663,Dharmakshetra,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai",India,2014,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",https://artworks.thetvdb.com/banners/posters/5d38ba265c1de.jpg
664,Raja Rasoi Aur Anya Kahaniyan,,India,2014,"Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",https://artworks.thetvdb.com/banners/posters/319274-1.jpg
665,Stories by Rabindranath Tagore,,India,2015,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,https://artworks.thetvdb.com/banners/posters/323172-2.jpg
666,Bangkok Love Stories: Innocence,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",,2018,"International TV Shows, Romantic TV Shows, TV Dramas","From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district.",https://artworks.thetvdb.com/banners/posters/5bd9ebc3f423c.jpg
667,Reality of Dream,"Sean Jindachot, Jintanutda Lummakanon, Charebelle Lanlalin, Aon Korakot Tunkaew, Attaporn Teemakorn, Rath Rattasin Nalintanapat, Ak Akarat, Geng Wayo Assawarungruang, Pemy Peramin Thabkaew",,2015,"International TV Shows, Romantic TV Shows, TV Dramas","Five friends from college chase their post-grad dreams of becoming a successful writer, film director, singer, rich wife and out-and-proud hair stylist.",https://artworks.thetvdb.com/banners/posters/5b77627a81b10.jpg
668,Wet Hot American Summer,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera, Josh Charles, Bradley Cooper, Judah Friedlander, Janeane Garofalo, Jon Hamm, Nina Hellman, Joe Lo Truglio, Ken Marino, Christopher Meloni, A.D. Miles, Marguerite Moreau, Zak Orth, Jordan Peele, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Marisa Ryan, Jason Schwartzman, Molly Shannon, Michael Showalter, John Slattery, Kevin Sussman, David Wain, Kristen Wiig",United States,2015,TV Comedies,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",https://artworks.thetvdb.com/banners/posters/294560-1.jpg
669,7 (Seven),"Rahman, Havish, Regina Cassandra, Nandita Swetha, Anisha Ambrose, Tridha Choudhury, Pujitha Ponnada, Aditi Arya",India,2019,TV Shows,"Multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection.",na
670,The Last Czars,"Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers",United States,2019,"Docuseries, TV Dramas","When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty.",https://artworks.thetvdb.com/banners/posters/5d1b97eeb6c3d.jpg
671,Twelve Forever,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,2019,Kids' TV,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.,https://artworks.thetvdb.com/banners/series/366765/posters/5e7e89c8ad5ee.jpg
672,Daughters of Destiny,,United States,2017,Docuseries,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,https://artworks.thetvdb.com/banners/posters/332080-1.jpg
673,Smoking,"Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura",Japan,2018,"Crime TV Shows, International TV Shows, TV Action & Adventure","Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",https://artworks.thetvdb.com/banners/posters/5b5d267655669.jpg
674,Welcome to the Family,"Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner",Spain,2018,"International TV Shows, TV Comedies, TV Dramas","When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will.",https://artworks.thetvdb.com/banners/posters/269638-1.jpg
675,Fake or Fortune?,"Fiona Bruce, Philip Mould, Bendor Grosvenor",United Kingdom,2015,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.,https://artworks.thetvdb.com/banners/posters/249785-2.jpg
676,Love Your Garden,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,2013,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.,https://artworks.thetvdb.com/banners/posters/249588-2.jpg
677,Mary Portas: Secret Shopper,Mary Portas,United Kingdom,2016,"British TV Shows, International TV Shows, Reality TV",Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,https://artworks.thetvdb.com/banners/posters/223511-1.jpg
678,Monty Don's French Gardens,,United Kingdom,2013,"British TV Shows, Docuseries, International TV Shows","TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs.",https://artworks.thetvdb.com/banners/posters/266517-1.jpg
679,Monty Don's Italian Gardens,Monty Don,United Kingdom,2011,"British TV Shows, Docuseries, International TV Shows","From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens.",https://artworks.thetvdb.com/banners/posters/248020-1.jpg
680,Another Life,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair",United States,2019,"TV Action & Adventure, TV Dramas, TV Mysteries","After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",https://artworks.thetvdb.com/banners/posters/5d2781b5c9f50.jpg
681,Eurovision Song Contest,"Bar Refaeli, Erez Tal, Assi Azar, Lucy Ayoub",,2019,International TV Shows,Singers from all over Europe represent their countries in an international showdown and vie for superstar glory.,https://artworks.thetvdb.com/banners/posters/165391-1.jpg
682,My Hotter Half,Melvin Odoom,United Kingdom,2017,"British TV Shows, International TV Shows, Reality TV","Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover.",https://artworks.thetvdb.com/banners/posters/5d36375403023.jpg
683,Storage Wars: Northern Treasures,"Ursula Stolf, Paul Kenny, Bogart Kenny, Roy Dirnbeck, Don Reinhart, Rick Coffill, Cindy Hayden",United States,2015,"International TV Shows, Reality TV","In Canada, a colorful collection of treasure-seeking scavengers bid on the largely unknown contents of repossessed and abandoned storage units.",https://artworks.thetvdb.com/banners/posters/272737-1.jpg
684,Sexy Central,"Jeana Ho Pui-yu, Joyce Cheng, Ava Liu, Shiga Lin, Kelly Chen Jia-li, Eric Suen Yiu-wai, Eric Kwok, Mix, Adam Pak, Patrick Tang",,2019,"International TV Shows, Romantic TV Shows, TV Dramas","In the bustling center of Hong Kong, five young women reckon with betrayal, unrequited love and other matters of the heart.",https://artworks.thetvdb.com/banners/posters/5d3296cb41b87.jpg
685,Amazing Interiors,,United Kingdom,2018,"British TV Shows, International TV Shows, Reality TV","Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.",https://artworks.thetvdb.com/banners/posters/5b51fd413c188.jpg
686,Dark Tourist,,New Zealand,2018,"Docuseries, International TV Shows","From a nuclear lake to a haunted forest, journalist David Farrier visits unusual – and often macabre – tourism spots around the world.",https://artworks.thetvdb.com/banners/series/350264/posters/5eafd262ada2e.jpg
687,Jimmy: The True Story of a True Idiot,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada",Japan,2018,"International TV Shows, TV Comedies, TV Dramas","In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",https://artworks.thetvdb.com/banners/posters/5d4d916f926c4.jpg
688,The Most Beautiful Hands of Delhi,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke",Sweden,2017,"International TV Shows, TV Comedies, TV Dramas","A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India.",na
689,DreamWorks How to Train Your Dragon Legends,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Christopher Mintz-Plasse, Jonah Hill, T.J. Miller, Kristen Wiig, Jim Cummings, Tress MacNeille",United States,2011,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.",https://artworks.thetvdb.com/banners/movies/26743/posters/26743.jpg
690,Bangkok Love Stories: Objects of Affection,"Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup",Thailand,2019,"International TV Shows, Romantic TV Shows, TV Dramas",A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,https://artworks.thetvdb.com/banners/posters/5c51e0827079e.jpg
691,Bangkok Love Stories: Plead,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang",Thailand,2019,"International TV Shows, Romantic TV Shows, TV Dramas","In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.",https://artworks.thetvdb.com/banners/posters/5c51dcffca43c.jpg
692,Designated Survivor: 60 Days,"Ji Jin-hee, Lee Jun-hyuk, Heo Jun-ho, Kang Han-na, Bae Jong-ok, Kim Gyu-ri, Son Suk-ku, Choi Yoon-young, Lee Moo-saeng",South Korea,2019,"International TV Shows, Korean TV Shows, TV Dramas","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos.",https://artworks.thetvdb.com/banners/posters/5d07389f99d00.jpg
693,​SAINT SEIYA: Knights of the Zodiac,"Bryson Baugus, Emily Neves, Blake Shepard, Patrick Poole, Luci Christian, Adam Gibbs, Masakazu Morita, Fumiko Orikasa, Takahiro Sakurai, Hiroaki Miura, Satomi Sato, Katsuyuki Konishi",Japan,2019,"Anime Series, International TV Shows","Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",na
694,Typewriter,"Aarna Sharma, Aaryansh Malviya, Mikail Gandhi, Palash Kamble, Jishu Sengupta, Palomi Ghosh, Purab Kohli, Sameer Kochhar, Sara Gesawat",India,2019,"International TV Shows, TV Horror, TV Mysteries","Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.",https://artworks.thetvdb.com/banners/posters/5d28ff98650c6.jpg
695,Rookie Historian Goo Hae-Ryung,"Shin Sae-kyeong, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon, Park Ji-hyun, Gong Jung-hwan, Kim Min-sang, Choi Duk-mun, Kim Yeo-jin",South Korea,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.,https://artworks.thetvdb.com/banners/series/364834/posters/5e9d4c2dcd760.jpg
696,Camarón Revolution,"Camarón de la Isla, Juan Diego",Spain,2018,"Docuseries, International TV Shows, Spanish-Language TV Shows",The extraordinary life and career of flamenco legend Camarón de la Isla is covered in this sweeping biography series.,na
697,Ari Shaffir: Double Negative,Ari Shaffir,United States,2017,Stand-Up Comedy & Talk Shows,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",https://artworks.thetvdb.com/banners/posters/331961-1.jpg
698,Unrequited Love,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",China,2019,"International TV Shows, Romantic TV Shows, TV Dramas","A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.",https://artworks.thetvdb.com/banners/posters/5cfcf8eb5ca5a.jpg
699,Angel Beats!,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",Japan,2010,"Anime Series, International TV Shows","In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world.",https://artworks.thetvdb.com/banners/posters/150471-4.jpg
700,Anohana: The Flower We Saw That Day,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino",Japan,2011,"Anime Series, International TV Shows, Teen TV Shows",A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.,https://artworks.thetvdb.com/banners/posters/247958-6.jpg
